,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13048,19064835,Lichtdurchflutetes Zimmer in West-Berlin,42667484,Rike & Olli,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4921059274475,13.317079500261256,Private room,50,1,44,2018-10-04,2.56,1,310
13049,19064886,beautiful room in the middle of Friedrichshain,84041257,Margarete,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508444015311746,13.459143620764625,Private room,35,4,6,2018-10-02,0.37,1,0
13050,19065179,Beautiful White Artist Bedroom,7089338,Doron,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51098930388858,13.453541685339985,Private room,35,2,47,2018-10-21,2.71,1,56
13051,19068239,Cozy room in spacey apartment,133108895,Barbara,Lichtenberg,Alt-Lichtenberg,52.51332654244405,13.483980769979269,Private room,42,4,5,2018-08-05,0.32,1,0
13052,19068983,Sonniger Garten + Zimmer in Pankow,133123309,Martha,Pankow,Pankow Süd,52.566722005789345,13.419751485563056,Private room,66,4,12,2018-08-28,0.71,1,94
13053,19069062,Cozy Apartment in Schöneberg/Kreuzberg,133121722,Mahboubeh,Mitte,Tiergarten Süd,52.49984031216215,13.36685258255218,Entire home/apt,55,3,55,2018-11-05,3.26,1,10
13054,19070150,Cosy Appartement in nice part of Neukölln,133134456,Najat,Neukölln,Schillerpromenade,52.47407520498891,13.420497830997505,Shared room,30,19,0,,,1,0
13055,19071685,Double bedroom - 18 min from Alexander platz,32366034,David Erik,Pankow,Weißensee,52.54773247111694,13.448824192482618,Private room,35,1,49,2018-10-21,2.98,1,23
13056,19075304,Be at Home in Berlin,3343978,Alireza,Tempelhof - Schöneberg,Friedenau,52.47609520356853,13.327959989487445,Private room,49,4,5,2017-08-12,0.31,1,0
13057,19075432,Belle Epoque Flat in Neukoelln,302404,Mario,Neukölln,Reuterstraße,52.48588916278153,13.427928073120786,Entire home/apt,70,3,9,2018-09-21,0.53,8,340
13058,19075660,Wall Fall Flavour Flat in Kreuzkoelln,302404,Mario,Neukölln,Neuköllner Mitte/Zentrum,52.485229631863575,13.426337290131789,Entire home/apt,70,3,10,2018-09-02,0.65,8,337
13059,19075826,bright apartment near Alexanderplatz,60301821,Hans-Peter,Pankow,Weißensee,52.55565047500975,13.440363256218006,Entire home/apt,38,25,5,2017-08-27,0.31,1,0
13060,19076508,Spacious and Sunny Kreuzberg.,34118101,Tom,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494513301311684,13.431691729710149,Private room,40,2,3,2017-08-06,0.19,2,0
13061,19076667,Leben wie ein Berliner,43096831,Sabine,Pankow,Prenzlauer Berg Nord,52.549953455881635,13.424493091980786,Entire home/apt,65,2,4,2017-07-27,0.24,1,0
13062,19076725,Exclusive Apartement in the Centre of Berlin,133200232,Felix,Mitte,Moabit West,52.53167931827026,13.326098075915846,Entire home/apt,35,1,43,2018-11-01,2.6,1,45
13063,19076858,Bright jungle room in Friedrichshain,95699030,Antonia,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.520313538981064,13.453622276087588,Private room,25,2,3,2017-10-23,0.18,2,0
13064,19078738,"Bright, cozy Room with Balcony in Neukoelln",46837469,Christine,Neukölln,Reuterstraße,52.48193997200019,13.435052156397653,Private room,45,2,12,2018-07-31,0.7,1,0
13065,19080632,Central located room with its own balcony,12733164,Timo,Lichtenberg,Alt-Lichtenberg,52.51388360084039,13.482741286245131,Private room,24,4,1,2017-08-09,0.07,1,0
13066,19083556,Wohnung direkt am Mauerpark!,36962507,Julia,Pankow,Prenzlauer Berg Nordwest,52.54262339735374,13.40923174289556,Entire home/apt,38,4,10,2018-08-12,0.59,2,4
13067,19090608,"Bright, spacious and cozy fabric loft in Berlin",24454763,Jan,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51415729749258,13.451613526336873,Entire home/apt,120,2,9,2018-11-03,0.62,1,24
13068,19090684,Werkstatt/Studio/Wohnzimmer // Super Aussicht,7300975,Joscha,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492924552443114,13.385757275782659,Private room,35,5,1,2017-08-24,0.07,1,0
13069,19090719,Nice furnished room between Schöneberg and Kreuzb.,121332658,Alessia,Tempelhof - Schöneberg,Schöneberg-Nord,52.48925744233405,13.368725200665608,Private room,27,1,4,2017-09-17,0.23,1,0
13070,19091248,Charming apartment near Mauerpark,7172137,Annelen,Pankow,Prenzlauer Berg Nordwest,52.54827209622078,13.400842786386347,Entire home/apt,80,2,10,2018-08-06,0.7,1,1
13071,19091296,Raum mit Balkon in ruhiger zentraler Lage,133342252,Sammy,Tempelhof - Schöneberg,Tempelhof,52.475196232613676,13.373567551149742,Private room,30,2,36,2018-02-14,2.13,1,6
13072,19091494,Altbau mit Balkon mitten im Prenzlauer Berg,28702597,Svea,Pankow,Prenzlauer Berg Nord,52.54952758035048,13.42018191114709,Private room,35,100,1,2017-07-06,0.06,1,0
13073,19091836,Bright central room in a nice area,16208374,Caroline,Tempelhof - Schöneberg,Schöneberg-Süd,52.48765661402182,13.345945508597806,Private room,30,3,4,2017-07-26,0.24,1,0
13074,19093020,Apartment located in the heart of Prenzlauer Berg,9030723,Nils,Pankow,Prenzlauer Berg Nord,52.54975910975375,13.416055506951444,Entire home/apt,75,1,0,,,1,0
13075,19093190,◊◊◊ Your Most Beautiful Home in Mitte ◊◊◊,24106099,Richie,Mitte,Alexanderplatz,52.52924355045102,13.373749830653136,Entire home/apt,249,5,21,2018-10-30,1.48,1,260
13076,19093367,Viel Raum in prachtvollem Jugendstil Altbau,91787202,Beatrix,Charlottenburg-Wilm.,Kurfürstendamm,52.502421683602314,13.318305710775194,Private room,245,4,9,2018-08-13,0.61,2,115
13077,19093385,Quiet Bedroom With a Desk in a Modern Central Apt,10916912,Zeljko,Pankow,Prenzlauer Berg Südwest,52.53189827155658,13.417184886206883,Private room,31,4,22,2018-10-29,1.33,2,0
13078,19093655,"Modern, fully equipped flat with great balcony",7588445,Roman,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512141892519885,13.461216473666944,Entire home/apt,110,9,2,2017-08-19,0.12,1,0
13079,19093715,"Berliner Apartment ""Belle Etage""",43856294,Hannes,Steglitz - Zehlendorf,Zehlendorf  Nord,52.44789845229132,13.290652042311814,Entire home/apt,90,5,14,2018-11-03,1.66,2,299
13080,19094066,Big luxurious sunny apartment very central,8646497,Max,Pankow,Prenzlauer Berg Süd,52.52970896331722,13.429396005325241,Entire home/apt,100,5,10,2018-05-22,0.62,1,0
13081,19094614,Quiet retreat right in the heart of Bergmannkiez,6439358,Sophie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49005781071793,13.392583415732426,Entire home/apt,50,3,42,2018-10-28,2.48,1,4
13082,19096252,Charming Apartment(3 rooms),58319276,BA Bardot Apartments,Pankow,Prenzlauer Berg Süd,52.53591188400775,13.431661177853215,Entire home/apt,100,1,21,2018-10-21,1.31,8,307
13084,19100415,Großes Zimmer im Altbau,86779443,Tanja,Lichtenberg,Alt-Lichtenberg,52.513984805980094,13.481742071417305,Private room,24,3,3,2017-09-30,0.17,1,0
13085,19104188,gemütlich im Friedrichshain,133474593,Bianca,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51522130921958,13.452380220496705,Private room,37,2,59,2018-10-11,3.48,1,78
13086,19106463,Sony Center - very central. WIFI. AIRCONDITIONING!,133492979,Susanne,Mitte,Tiergarten Süd,52.51161584990557,13.375425110521658,Entire home/apt,239,1,102,2018-11-06,5.94,3,263
13087,19106612,Cosy room just above Mauerpark,16114747,Jessica,Pankow,Prenzlauer Berg Nordwest,52.546805373074726,13.402706967607195,Private room,32,5,11,2017-08-09,0.65,2,0
13088,19107767,Helle Wohnung am Görlitzer Park,133502525,Sabine,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49795147485793,13.436761449504685,Entire home/apt,50,7,3,2017-06-30,0.17,1,0
13089,19109244,Dreamy Oasis in the middle of Prenzlauer Berg,133513514,Ada,Pankow,Helmholtzplatz,52.53951778284357,13.423848507094009,Entire home/apt,59,2,8,2018-07-09,0.47,2,0
13090,19109540,Bright and spacious apartment in central Wedding,17972095,Yorick,Mitte,Wedding Zentrum,52.55158663375349,13.363416887834614,Entire home/apt,90,1,2,2017-08-07,0.12,1,12
13091,19111849,"Cozy room next to ""Frankfurter Allee""",60270837,Christoph,Lichtenberg,Alt-Lichtenberg,52.51326627292979,13.478410081102815,Private room,25,7,6,2018-08-27,0.35,1,0
13092,19112654,"Delightful Bergmannkiez Cafes, Parks + Convenience",21366821,Mp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48921766067917,13.394199466903913,Private room,53,1,40,2018-10-14,3.85,1,159
13093,19114494,Charming Apartment in Berlin Wedding,63739282,Katja,Mitte,Osloer Straße,52.55330915214322,13.384995437296471,Entire home/apt,50,3,6,2018-09-10,0.37,1,0
13094,19114872,"OASE im PRENZL'BERG || central, cosy, be welcome!",133561665,Melanie,Pankow,Pankow Süd,52.55678730734221,13.42113065080413,Private room,25,5,3,2017-09-08,0.18,1,0
13095,19115013,Wohlfühlzimmer zum Entspannen,133323909,Horst,Reinickendorf,West 2,52.62335454122114,13.240894247034689,Private room,33,1,6,2018-05-31,0.36,2,26
13096,19117000,Kurfürstendamm Apartment Lotte,20144920,Frank,Charlottenburg-Wilm.,Kurfürstendamm,52.50254635552458,13.326683679342516,Entire home/apt,40,5,18,2018-10-25,1.08,2,78
13097,19118769,Helle & große Familien-Wohnung mit Balkon in Mitte,18677185,Anne,Mitte,Brunnenstr. Nord,52.54080876155467,13.399567733101591,Entire home/apt,135,3,3,2018-10-23,0.18,1,0
13098,19119342,Great central and quiet 2 room appartment,133606335,Liza,Tempelhof - Schöneberg,Schöneberg-Nord,52.48932122745399,13.369359338106921,Entire home/apt,85,4,4,2017-08-08,0.24,1,0
13099,19120457,"Ruhige zentrale komfortable, 1-Zimmer Wohnung",61155980,Petra,Reinickendorf,Ost 2,52.574666060970564,13.340430701343793,Entire home/apt,45,2,38,2018-11-03,2.3,1,81
13100,19121761,Artist Loft Living --->>>  Sweet Suite,131732958,Mona,Neukölln,Neuköllner Mitte/Zentrum,52.4850145874173,13.426310992990842,Entire home/apt,65,3,6,2018-01-02,0.37,2,0
13101,19129002,Big room with balcony at the canal / Maybachufer,39269465,Agnė,Neukölln,Reuterstraße,52.49276600306285,13.426508606483596,Private room,50,3,7,2017-08-01,0.41,2,0
13103,19134159,Big and bright room in Berlin!,29038336,Lucas,Treptow - Köpenick,Kölln. Vorstadt/Spindlersf.,52.4442355644896,13.563890345720644,Private room,25,2,1,2017-12-17,0.09,1,0
13104,19135602,Beautiful apartment in the heart of Friedrichshain,44770453,Kariem,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51518473305293,13.460681761012427,Entire home/apt,95,5,0,,,1,0
13105,19136589,Work and Play in Friedrichshain!,935929,Denis,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52012899741494,13.455220108031876,Entire home/apt,50,2,44,2018-10-28,2.66,1,103
13106,19136941,Studio for couples or singles in beautiful Pberg,15232262,Josephine,Pankow,Helmholtzplatz,52.54257166891839,13.42288035203375,Entire home/apt,39,3,5,2017-07-17,0.3,1,0
13107,19137863,Catlovers only: large room in modern flat (private,18238569,Max,Mitte,Regierungsviertel,52.51080467097914,13.391941853853972,Private room,30,9,5,2018-01-04,0.3,1,0
13108,19138460,Beautiful top-located one-room apartment Kreuzberg,27457316,Tatiana,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50379768293386,13.428270928422311,Entire home/apt,45,1,6,2017-07-07,0.35,2,0
13109,19139282,Charming big Apartment in vibrant Kreuzberg,1612394,Inga,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4905452297232,13.384725479409008,Entire home/apt,155,5,4,2018-07-19,0.27,1,0
13110,19139899,Big cosy studio flat,126299608,Christian,Neukölln,Neuköllner Mitte/Zentrum,52.482802736194905,13.428779082321176,Private room,30,1,4,2017-06-27,0.23,1,0
13111,19141494,"Lovely Central Apartment, Rosenthaler Platz",33474617,Natalie,Mitte,Brunnenstr. Süd,52.530427851280066,13.39955915226686,Private room,31,5,0,,,1,0
13112,19141842,kuscheliges Einzelzimmer in Tempelhof/Neukölln,91027119,Kevin,Tempelhof - Schöneberg,Tempelhof,52.46430697635602,13.416456454636354,Private room,25,1,6,2017-08-25,0.35,1,0
13113,19142441,"Kurfürstendamm, quiet and a lot of nature.",133822346,Gerhard,Charlottenburg-Wilm.,Düsseldorfer Straße,52.498038125441944,13.325418803645796,Entire home/apt,69,3,59,2018-10-20,3.51,1,97
13114,19144759,"Cozy Room, Berlin Tiergarten",133854933,Martin,Mitte,Moabit West,52.527856308906614,13.332750362212026,Private room,40,1,9,2018-10-04,0.55,1,9
13115,19146388,Cozy private room with sunny balconies in Neukölln,5162930,Anna,Neukölln,Neuköllner Mitte/Zentrum,52.46867905670583,13.438013396670986,Private room,35,2,70,2018-10-29,4.1,1,4
13116,19147245,1 Room in 80m2 Flat in Kreuzberg / Görlitzer Park,133875285,Tommy,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497070229367026,13.427782099423027,Private room,38,2,1,2017-06-07,0.06,1,0
13117,19149135,Wohnen in Charlottenburger Altbau,2982503,Patrizia,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51615363942752,13.292300146841585,Private room,35,3,2,2018-01-04,0.12,1,0
13118,19150804,Nice Roof Top Flat in Berlin-Mitte (82 qm),16677569,Jens,Mitte,Brunnenstr. Süd,52.533080939555475,13.4053574117207,Entire home/apt,79,30,8,2018-10-08,0.56,1,141
13119,19151530,Room with Balcony in Berlin,43673552,Husam,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52643593565888,13.451205458476258,Private room,45,2,0,,,1,0
